URL,Seller,Seller Rating,Title,Price,ISBN,Cover Image URL,pid,MRP
https://www.meesho.com/secondary-school-mathematics-for-class-10-cbse-by-rs-aggarwal-2024-25-examination/p/6oefij,AANSHI CREATION,3.5,Secondary School Mathematics for Class 10 - CBSE - by R.S. Aggarwal -2024-25 Examination,₹361,9789388704519,https://images.meesho.com/images/products/403781131/jr7wg_512.webp,403781131, 
