title,isbn,coverImage,price,mrp,rating,author,binding,url
"My Grammar Time Class 2  (Paperback, Sarah Lalengzami Pachuau)","","https://rukminim2.flixcart.com/image/416/416/kr6oeq80/regionalbooks/9/8/x/my-grammar-time-class-2-original-imag5fg3sbfkpdzg.jpeg?q=70&crop=false",175,187,"","Sarah Lalengzami Pachuau","Paperback","https://www.flipkart.com/my-grammar-time-class-2/p/itma466d9ff24b9c"
"My Grammar Time Book 4  (Paperback, Rinku Gangopadhyay)","","https://rukminim2.flixcart.com/image/416/416/l5ld8y80/regionalbooks/s/p/j/my-grammar-time-book-4-original-imagg8affmbyhe9c.jpeg?q=70&crop=false","","","","Rinku Gangopadhyay","Paperback","https://www.flipkart.com/my-grammar-time-book-4/p/itm6ccade673d977"
"MY Grammar Time Class 3  (Paperback, Rinku Gangopadhyay)","","https://rukminim2.flixcart.com/image/416/416/ksaoqkw0/regionalbooks/y/e/g/my-grammar-time-class-3-original-imag5wafbaqqnhcw.jpeg?q=70&crop=false",205,229,"","Rinku Gangopadhyay","Paperback","https://www.flipkart.com/my-grammar-time-class-3/p/itm6b1e56f27bfef"
"Sanskrit Bharati Praveshika  (Paperback, Sanskrit, BHARTI BHAWAN EXPERT)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/d/g/1/sanskrit-bharati-praveshika-original-imaggwzh8kzntpxf.jpeg?q=70&crop=false","","","","BHARTI BHAWAN EXPERT","Paperback","https://www.flipkart.com/sanskrit-bharati-praveshika/p/itm546f46d557b8b"
"Sanskrit Bharati 3 / E2 02 Edition  (Sanskrit, Paperback, Dev Kant Jha)","","https://rukminim2.flixcart.com/image/416/416/book/5/1/7/sanskrit-bharati-3-e2-original-imad8jsgkhhbheeg.jpeg?q=70&crop=false","","","","Dev Kant Jha","","https://www.flipkart.com/sanskrit-bharati-3-e2-02/p/itmdyufkmkxxkkjg"
"Sugam Sanskrit Vyakaran Class 7 - Based On NCERT  (Paperback, Dr. Neelam Chaturvedi, Dr. Chanchala Gupta)","","https://rukminim2.flixcart.com/image/416/416/xif0q/book/a/6/x/sugam-sanskrit-vyakaran-class-7-based-on-ncert-original-imaghe4pyeraytyu.jpeg?q=70&crop=false",290,300,"4.4","","","https://www.flipkart.com/sugam-sanskrit-vyakaran-class-7-based-ncert/p/itm8445caf39bd10"
"A Sanskrit Course for Beginners: Pt. II  (English, Paperback, Jessup Warwick)","","https://rukminim2.flixcart.com/image/416/416/kjabs7k0-0/book/a/3/f/a-sanskrit-course-for-beginners-pt-ii-original-imafyvztxerusqyf.jpeg?q=70&crop=false",103,241,"3.73.73.3","","","https://www.flipkart.com/sanskrit-course-beginners-pt-ii/p/itmd93b4tj5nacau"
"Ncert Practice Workbook Sanskrit Ruchira (Prathmo Bhag) Class 6  - Class 6  (Hindi, Paperback, unknown)","","https://rukminim2.flixcart.com/image/416/416/kjkbv680-0/book/7/p/q/ncert-practice-workbook-sanskrit-ruchira-prathmo-bhag-class-6-original-imafz3j8fshyzwfj.jpeg?q=70&crop=false",154,176,"4.2","","","https://www.flipkart.com/workbook-sanskrit-cbse-class-6/p/itmeqsygmgnppubx"
"Secondary School Mathematics for Class 10 - R.S. Aggarwal - CBSE - Examination 2024-25  - MATHS with 1 Disc  (English, Paperback, unknown)","","https://rukminim2.flixcart.com/image/416/416/xif0q/book/j/f/e/secondary-school-mathematics-for-class-10-r-s-aggarwal-cbse-original-imah29u54r8abpum.jpeg?q=70&crop=false","","","","","","https://www.flipkart.com/secondary-school-mathematics-class-10-cbse-r-s-aggarwal-examination/p/itm6d6a6e8765285"
"Secondary School Mathematics for Class 9 - R.S. Aggarwal - CBSE - Examination 2024-25  (English, Paperback, Aggarwal Veena)","","https://rukminim2.flixcart.com/image/416/416/xif0q/book/o/d/w/-original-imagzjn6yhv662vy.jpeg?q=70&crop=false",327,682,"4.44.44.24.3","","","https://www.flipkart.com/secondary-school-mathematics-class-9-cbse-r-s-aggarwal-examination/p/itm3eed5430e4a1b"
"SECONDARY SCHOOL MATHEMATICS FOR CLASS 9  (English, Paperback, R S AGGARWAL, V AGGARWAL)","","https://rukminim2.flixcart.com/image/416/416/je1pa4w0/book/1/8/1/secondary-school-mathematics-for-class-9-original-imaf2tu6b3mq7b3w.jpeg?q=70&crop=false",348,553,"4.34.34.44.4","","","https://www.flipkart.com/secondary-school-mathematics-class-9/p/itmf2twhzsqsczze"
"SECONDARY SCHOOL MATHEMATICS CLASS-X (2020)  (English, Paperback, R S AGGARWAL, V AGGARWAL)","","https://rukminim2.flixcart.com/image/416/416/k7gikcw0/book/2/2/3/secondary-school-mathematics-class-x-2020-original-imafpztxy6gg7c7v.jpeg?q=70&crop=false",570,696,"4.14.14.4","","","https://www.flipkart.com/secondary-school-mathematics-class-x-2020/p/itmd1dbcd8359c53"
"Senior Secondary School Mathematics for Class 12  (English, Paperback, Aggarwal R. S.)","","https://rukminim2.flixcart.com/image/416/416/jpsnma80/book/6/3/8/senior-secondary-school-mathematics-for-class-12-original-imafbyjzfegzjhmt.jpeg?q=70&crop=false",560,616,"4.5","","","https://www.flipkart.com/senior-secondary-school-math-12-english/p/itmdyufkgcvcsuhe"
"Senior Secondary School Mathematics for Class 12 - by R S Aggarwal (2024-25 Examination)  - Senior Secondary School Mathematics for Class 12 - by R S Aggarwal (2024-25 Examination) Paperback  (book, R S Aggarwal)","","https://rukminim2.flixcart.com/image/416/416/xif0q/book/i/m/v/senior-secondary-school-mathematics-for-class-12-by-r-s-aggarwal-original-imah5469s4xy2uzk.jpeg?q=70&crop=false",747,1335,"4444.1","","","https://www.flipkart.com/senior-secondary-school-mathematics-class-12-r-s-aggarwal-2024-25-examination-paperback/p/itmd74b2a4249b8d"
"The Magic Carpet Integrated English Course Book 8  (Paperback, Amber Banerjee)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/s/f/n/the-magic-carpet-integrated-english-course-book-8-original-imagh4g7kyg7heg2.jpeg?q=70&crop=false","","","","Amber Banerjee","Paperback","https://www.flipkart.com/magic-carpet-integrated-english-course-book-8/p/itm7a694c9df495f"
"The Magic Carpet Integrated English Course Book 2  (Paperback, Benita Sen)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/q/g/3/the-magic-carpet-integrated-english-course-book-2-original-imaghhvcpage3qve.jpeg?q=70&crop=false",179,225,"","Benita Sen","Paperback","https://www.flipkart.com/magic-carpet-integrated-english-course-book-2/p/itmac4ef7ebf5671"
"The Magic Carpet Integrated English Course Book 5  (Paperback, Amber Banerjee)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/v/v/n/the-magic-carpet-integrated-english-course-book-5-original-imaggkz3gb77waq9.jpeg?q=70&crop=false","","","","Amber Banerjee","Paperback","https://www.flipkart.com/magic-carpet-integrated-english-course-book-5/p/itme0543ae21efcc"
"The Magic Carpet Class-2(Old Like New Book)  (Paperback, Benita Sen)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/t/m/l/the-magic-carpet-class-2-old-like-new-book-original-imagv34zkysnp6x9.jpeg?q=70&crop=false",216,252,"","Benita Sen","Paperback","https://www.flipkart.com/magic-carpet-class-2-old-like-new-book/p/itm006d227efc483"
"Bharati Bhawan The Magic Carpet For Primer B  (Paperpack, Bharti bhawan)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/a/o/m/bharati-bhawan-the-magic-carpet-for-primer-b-original-imagvz4gmqg873wf.jpeg?q=70&crop=false",200,"","","Bharti bhawan","Paperpack","https://www.flipkart.com/bharati-bhawan-magic-carpet-primer-b/p/itmabc6280cdd5fb"
"THE MAGIC CARPET -3  (English, Paperback, AMBER BANERJEE)","","https://rukminim2.flixcart.com/image/416/416/xif0q/book/0/v/n/the-magic-carpet-3-original-imah4z77wfpgzrtm.jpeg?q=70&crop=false",267,276,"444.1","","","https://www.flipkart.com/magic-carpet-3/p/itme746633b4b74c"
"The magic carpet B  (Paperback, Àuditorial)","","https://rukminim2.flixcart.com/image/416/416/xif0q/book/p/r/p/the-magic-carpet-b-original-imagp38n4djftjwn.jpeg?q=70&crop=false",148,"","4.3","","","https://www.flipkart.com/magic-carpet-b/p/itmcf2daaec77d60"
"The Magic Carpet - 4 (INTEGRATED ENGLISH COURSEBOOK)  (Paperback, Benita Sen)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/h/a/6/the-magic-carpet-4-integrated-english-coursebook-original-imah3xt7bft8gxbk.jpeg?q=70&crop=false",270,282,"","Benita Sen","Paperback","https://www.flipkart.com/magic-carpet-4-integrated-english-coursebook/p/itm997760b73af2c"
"The Magic Carpet Primer A  (Paperback, BHARATI)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/u/j/k/the-magic-carpet-primer-a-original-imaghymfzqtpchhp.jpeg?q=70&crop=false","","","","BHARATI","Paperback","https://www.flipkart.com/magic-carpet-primer/p/itmbf33d2f726cf4"
"THE MAGIC CARPET -4  (English, Paperback, AMBER BANERJEE)","","https://rukminim2.flixcart.com/image/416/416/k6mibgw0/book/1/7/5/the-magic-carpet-4-original-imafpfhhpxgg57zj.jpeg?q=70&crop=false",280,284,"4.14.14.3","","","https://www.flipkart.com/magic-carpet-4/p/itm45eace0c7667d"
"The Magic Carpet - 7 (INTEGRATED ENGLISH COURSEBOOK)  (Paperback, Amber Banerjee)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/c/i/i/the-magic-carpet-7-integrated-english-coursebook-original-imah3xtgyjscgqzp.jpeg?q=70&crop=false",340,355,"4.4","Amber Banerjee","Paperback","https://www.flipkart.com/magic-carpet-7-integrated-english-coursebook/p/itmd715a17732112"
"Concept of Physics by H.C Verma Part - I - Session 2024-25  - Concepts Of Physics Second Hand  (English, Paperback, Verma H.C.)","","https://rukminim2.flixcart.com/image/416/416/xif0q/book/8/s/b/concept-of-physics-by-h-c-verma-part-i-session-2024-25-original-imah5w7xcnvujg7y.jpeg?q=70&crop=false",351,525,"4.54.54.54.2","","","https://www.flipkart.com/concepts-phyics-v-1-2023/p/itma5238182f0ec1"
"Concepts Of Physics (Set of 2 Volume)  (English, Paperback, H C Verma)","","https://rukminim2.flixcart.com/image/416/416/book/7/0/5/concepts-of-physics-set-of-2-volume-original-imad7rfq72xpmh6j.jpeg?q=70&crop=false",726,799,"4.4","H C Verma","","https://www.flipkart.com/concepts-physics-set-2-volume/p/itmdepgn3pgefp4g"
"CONCEPTS OF PHYSICS (HINDI)  (Hindi, Paperback, BHARTI BHAWAN, H C VERMA)","","https://rukminim2.flixcart.com/image/416/416/jlph9jk0/book/0/8/2/concepts-of-physics-hindi-original-imaf8q3szb7gzrkq.jpeg?q=70&crop=false",570,"","4.44.44.14.4","","","https://www.flipkart.com/concepts-physics-hindi/p/itmf8re5zgypbggd"
"Concepts Of Physics 1  (PAPERPACK, H C VARMA)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/e/9/i/concepts-of-physics-1-original-imaguj3fhbyhhptx.jpeg?q=70&crop=false",343,554,"3.93.94.5","H C VARMA","PAPERPACK","https://www.flipkart.com/concepts-physics-1/p/itm7359fdfc683d7"
"Concept Of Physics 2  (Paperback, H C Verma)","","https://rukminim2.flixcart.com/image/416/416/kz3118w0/regionalbooks/u/c/w/concept-of-physics-2-original-imagb65vwfzsz6er.jpeg?q=70&crop=false",527,"","4.1","H C Verma","Paperback","https://www.flipkart.com/concept-physics-2/p/itm581a872b2fbee"
"New Edition Concepts Of Physics ( H.c. Verma ) For Class -10  (Paperback, HC verma)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/l/b/k/concepts-of-physics-h-c-verma-for-class-10-original-imagh8eucwcfjpys.jpeg?q=70&crop=false",285,381,"4.2","HC verma","Paperback","https://www.flipkart.com/new-concepts-physics-h-c-verma-class-10/p/itm38ee1b97a5fae"
"(Bhotiki Ki Samajh) Concepts Of Physics V-1 (Hindi)  (Paperback, Hindi, HC VERMA)","","https://rukminim2.flixcart.com/image/416/416/kppt47k0/regionalbooks/k/k/q/concepts-of-physics-v-1-hindi-original-imag3vwkyznzwzwp.jpeg?q=70&crop=false",595,"","4.4","HC VERMA","Paperback","https://www.flipkart.com/bhotiki-ki-samajh-concepts-physics-v-1-hindi/p/itmbe9784cf29233"
"Concepts Of Physics Vol I & II With Solutions Of Both The Volumes - Set Of 4 Books  (PAPERBAGE, H C VERMA)","","https://rukminim2.flixcart.com/image/416/416/jw3umq80/regionalbooks/z/v/7/concepts-of-physics-vol-i-ii-with-solutions-of-both-the-volumes-original-imaffnhbbxzmwtbk.jpeg?q=70&crop=false",1580,1682,"4.64.64.5","H C VERMA","PAPERBAGE","https://www.flipkart.com/concepts-physics-ii-solutions-both-volumes-set-4-books/p/itmffznpz6gzesza"
"Concepts Of Physics Class 11  (Paperback, H C VERMA)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/q/8/b/concepts-of-physics-class-11-original-imagh2pgagmcfkdt.jpeg?q=70&crop=false","","","","H C VERMA","Paperback","https://www.flipkart.com/concepts-physics-class-11/p/itm76ade1c3e8ce3"
"Concepts Of Physics Vol - 1 &2 H C Verma (Combo)  (Paperback, H C VERMA)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/l/k/y/concepts-of-phsics-vol-1-class-11-h-c-verma-original-imagp6tmhrpqwrfw.jpeg?q=70&crop=false",1120,1245,"3.5","H C VERMA","Paperback","https://www.flipkart.com/concepts-physics-1-2-h-c-verma-combo/p/itm7fb0ff06a5b43"
"भौतिकी की समझ  (पेपरबैक, एच सी वर्मा)","","https://rukminim2.flixcart.com/image/416/416/kyj0vbk0/regionalbooks/2/q/1/bhoutiki-ki-samajh-1-by-h-c-verma-original-imagaqpeete7wytd.jpeg?q=70&crop=false",599,"","4.2","","","https://www.flipkart.com/hi/bhoutiki-ki-samajh/p/itma63a0b0e1c17d"
"भौतिकी की समझ-2018, एचसी वर्मा  (पेपरबैक, एच.सी.वर्मा)","","https://rukminim2.flixcart.com/image/416/416/jkmwdjk0/regionalbooks/e/e/e/bhautiki-ki-samajh-2018-hc-verma-original-imaf7x8vvy8jmdgz.jpeg?q=70&crop=false","","","","","","https://www.flipkart.com/hi/bhautiki-ki-samajh-2018-hc-verma/p/itmf7xtrxb4tgtbz"
"Bhoutiki Ki Samajh 1  (Paperback, Verma H.C.)","","https://rukminim2.flixcart.com/image/416/416/kpu3frk0/book/x/p/5/bhoutiki-ki-samajh-1-original-imag3zgycumhzgcq.jpeg?q=70&crop=false","","","","","","https://www.flipkart.com/bhoutiki-ki-samajh-1/p/itma587e816f9064"
"Cocept Of Physics Part-2 H C Verma  (Hardcopy paperbook, H C VERMA)","","https://rukminim2.flixcart.com/image/416/416/krce64w0/regionalbooks/w/c/o/cocept-of-physics-part-2-h-c-verma-original-imag55hrvfru6bgz.jpeg?q=70&crop=false",550,"","4.1","H C VERMA","Hardcopy paperbook","https://www.flipkart.com/cocept-physics-part-2-h-c-verma/p/itmbb5a05c34a589"
"Cocept Of Physics Part-2 H C Verma (Hardcopy Paperbook, H C VERMA)  (Hardcopy Paperback, Publisher: BHARTI BHAWAN)","","https://rukminim2.flixcart.com/image/416/416/krce64w0/regionalbooks/w/c/o/cocept-of-physics-part-2-h-c-verma-original-imag55hrvfru6bgz.jpeg?q=70&crop=false",550,"","4.24.24.5","Publisher: BHARTI BHAWAN","Hardcopy Paperback","https://www.flipkart.com/cocept-physics-part-2-h-c-verma-hardcopy-paperbook-verma/p/itm53b8269bc1e69"
"Reactions, Rearrangements And Reagents  (HARD BOOK, S N SANYAL)","","https://rukminim2.flixcart.com/image/416/416/kfr5le80/regionalbooks/v/r/q/reactions-rearrangements-and-reagents-original-imafw547czudfrqa.jpeg?q=70&crop=false",460,555,"4.4","S N SANYAL","HARD BOOK","https://www.flipkart.com/reactions-rearrangements-reagents/p/itm4ddfbfa546247"
"Reactions,Rearrangements & Reagents,Sanyal  (English, Paperback, Sanyal S. N.)","","https://rukminim2.flixcart.com/image/416/416/kjabs7k0-0/book/v/p/q/reactions-rearrangements-reagents-sanyal-original-imafywcjggvbfcyp.jpeg?q=70&crop=false",250,"","4.54.54.5","","","https://www.flipkart.com/reactions-rearrangements-and-reagents/p/itmdyufkdxyt8xmy"
"Reaction, Rearrangements And Reagents  (Paperback, S N Sanyal)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/l/n/n/reaction-rearrangements-and-reagents-original-imagrgyhs8gv28dt.jpeg?q=70&crop=false",215,"","","S N Sanyal","Paperback","https://www.flipkart.com/reaction-rearrangements-reagents/p/itmb7a1238b32203"
"Reactions Rearrangements And Reagents (Old Book)  (Paperback, S N SANYAL)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/a/c/z/reactions-rearrangements-and-reagents-old-book-original-imagp7ycpgh8rhsj.jpeg?q=70&crop=false",172,250,"","S N SANYAL","Paperback","https://www.flipkart.com/reactions-rearrangements-reagents-old-book/p/itmedc4c08bce22a"
"Reactions, Rearrangements And Reagents  (TEXTBOOK, S N SANYAL)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/k/6/o/reactions-rearrangements-and-reagents-original-imagrmbbfqm3rapg.jpeg?q=70&crop=false",200,"","5","S N SANYAL","TEXTBOOK","https://www.flipkart.com/reactions-rearrangements-reagents/p/itmb2a2ebf9f72e7"
"Chemistry Mcq (Multiple-Choice-Question Bank)  (Paperback, Kumar Ahluwalia Vinod)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/u/7/2/chemistry-mcq-multiple-choice-question-bank-original-imaggzfpu3h3wcg9.jpeg?q=70&crop=false",674,689,"","Kumar Ahluwalia Vinod","Paperback","https://www.flipkart.com/chemistry-mcq-multiple-choice-question-bank/p/itmfca1d7b2fcf60"
"Chemistry Mcq For Iit, Engineering & Iiit Entrance Tests Multiple -Choice Question Bank By V Ahluwalla & A K Ghosh  (Paperback, VINOD KUMAR AHLUWALIA, ASHIS KUMAR GHOSH)","","https://rukminim2.flixcart.com/image/416/416/kydb3ww0/regionalbooks/i/o/z/chemistry-mcq-for-iit-engineering-iiit-entrance-tests-multiple-original-imagam7bygzm3agd.jpeg?q=70&crop=false","","","","VINOD KUMAR AHLUWALIA, ASHIS KUMAR GHOSH","Paperback","https://www.flipkart.com/chemistry-mcq-iit-engineering-iiit-entrance-tests-multiple-choice-question-bank-v-ahluwalla-k-ghosh/p/itm87ad3c7881542"
"केमिस्ट्री Mcq (मल्टीपल-चॉइस-क्वेश्चन बैंक)  (पेपरबैक, कुमार अहलुवालिया विनोद)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/u/7/2/chemistry-mcq-multiple-choice-question-bank-original-imaggzfpu3h3wcg9.jpeg?q=70&crop=false",674,689,"","","","https://www.flipkart.com/hi/chemistry-mcq-multiple-choice-question-bank/p/itmfca1d7b2fcf60"
"Problems Plus IIT MATHEMATICS And
MATHEMATICS M C Q For IIT - JEE  (Paperback, A DAS GUPTA)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/e/5/j/problems-plus-iit-mathematics-and-mathematics-m-c-q-for-iit-jee-original-imagpxkdvpedj4rb.jpeg?q=70&crop=false",1720,1978,"3.73.7","A DAS GUPTA","Paperback","https://www.flipkart.com/problems-plus-iit-mathematics-m-c-q-jee/p/itm2dcbcb11d4ffe"
"Mathematics Mcq For Iit Engineering & Iiit Entrance Tests  (Paperback, A DAS GUPTA)","","https://rukminim2.flixcart.com/image/416/416/kxnl6kw0/regionalbooks/2/t/k/mathematics-mcq-for-iit-engineering-iiit-entrance-tests-original-imaga2csdus68s2j.jpeg?q=70&crop=false","","","","A DAS GUPTA","Paperback","https://www.flipkart.com/mathematics-mcq-iit-engineering-iiit-entrance-tests/p/itm974f6cfd5e456"
"Mathematics Mcq For Iit, Engineering & Iiit Entrance Tests  (Paperback, A DAS GUPTA)","","https://rukminim2.flixcart.com/image/416/416/kwtkxow0/regionalbooks/r/z/o/mathematics-mcq-for-iit-engineering-iiit-entrance-tests-original-imag9ew7wxba6nya.jpeg?q=70&crop=false","","","","A DAS GUPTA","Paperback","https://www.flipkart.com/mathematics-mcq-iit-engineering-iiit-entrance-tests/p/itm55478120f0fd1"
"Mathematics MCQ Multiple Choice Question Bank With Latest Pattern And Edition  (Paperback, A Das Gupta)","","https://rukminim2.flixcart.com/image/416/416/j9a8fww0/regionalbooks/d/f/x/mathematics-mcq-multiple-choice-question-bank-with-latest-original-imaez24qkyy6jjyw.jpeg?q=70&crop=false","","","","A Das Gupta","Paperback","https://www.flipkart.com/mathematics-mcq-multiple-choice-question-bank-latest-pattern/p/itmez3vc6zdfxuss"
"Physics MCQ (Multiple-Choice-Question Bank)  (English, Paperback, Mukherji Deb)","","https://rukminim2.flixcart.com/image/416/416/jzn0tjk0/book/5/7/0/physics-mcq-multiple-choice-question-bank-original-imafjhkjzzqcjxaq.jpeg?q=70&crop=false",372,377,"4.44.44.3","","","https://www.flipkart.com/physics-mcq-multiple-choice-question-bank-mukherji-deb-author-english-bharati-bhawan-publishers-distributors-paperback-english/p/itmdyufkmqzscbq4"
"Problems Plus in IIT Mathematics  (English, Paperback, Gupta A Das)","","https://rukminim2.flixcart.com/image/416/416/k070zgw0/book/5/7/6/problems-plus-in-iit-mathematics-original-imafkfn3zcuj6ryz.jpeg?q=70&crop=false",999,1234,"4.44.44.54.5","","","https://www.flipkart.com/problems-plus-iit-mathematics/p/itm2354ad78b8294"
"Problems Plus In Iit Mathematics  (Paperback, A DAS GUPTA)","","https://rukminim2.flixcart.com/image/416/416/kxf0jgw0/regionalbooks/6/x/v/problems-plus-in-iit-mathematics-original-imag9vufjrdgygkt.jpeg?q=70&crop=false",1159,1172,"4.5","A DAS GUPTA","Paperback","https://www.flipkart.com/problems-plus-iit-mathematics/p/itmd82992074a2aa"
"Problems Plus In IIT Mathematics  (Paperback, A. Das Gupta)","","https://rukminim2.flixcart.com/image/416/416/jcp4b680/regionalbooks/d/g/w/problems-plus-in-iit-mathematics-original-imaeq2w9edzgy7x9.jpeg?q=70&crop=false",1165,1178,"4.2","A. Das Gupta","Paperback","https://www.flipkart.com/problems-plus-iit-mathematics/p/itmffrg7chjp33cj"
"Problems Plus In Iit Mathematics By A Das Gupta  (Paperback, A DAS GUPTA)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/x/b/o/problems-plus-in-iit-mathematics-by-a-das-gupta-original-imaggzhtphreyszp.jpeg?q=70&crop=false",1170,1183,"5","A DAS GUPTA","Paperback","https://www.flipkart.com/problems-plus-iit-mathematics-das-gupta/p/itm9d9694b5f0601"
"Problems Plus In IIT Mathematics  (Paperback, Gupta A Das)","","https://rukminim2.flixcart.com/image/416/416/l1mh7rk0/regionalbooks/q/9/n/problems-plus-in-iit-mathematics-original-imagd5dwqqq37gpe.jpeg?q=70&crop=false",1165,1178,"","Gupta A Das","Paperback","https://www.flipkart.com/problems-plus-iit-mathematics/p/itm74e5987ca67e8"
"Problems Plus In Iit Mathematics  (Paperback, A DAS GUPTA)","","https://rukminim2.flixcart.com/image/416/416/kvtuxe80/regionalbooks/a/s/e/problems-plus-in-iit-mathematics-original-imag8nfvzthtqfjd.jpeg?q=70&crop=false",1182,"","","A DAS GUPTA","Paperback","https://www.flipkart.com/problems-plus-iit-mathematics/p/itmdc4320df605af"
"Problems Plus In Iit Mathematics  (Paperback, A DAS GUPTA)","","https://rukminim2.flixcart.com/image/416/416/xif0q/regionalbooks/k/u/f/problems-plus-in-iit-mathematics-original-imaggn82qxduqctz.jpeg?q=70&crop=false","","","","A DAS GUPTA","Paperback","https://www.flipkart.com/problems-plus-iit-mathematics/p/itm5b0c228adb058"
"HIGH SCHOOL BHOUTIKI 2 (HINDI)CLASS 10TH PB  (Hindi, Paperback, Prasad K)","","https://rukminim2.flixcart.com/image/416/416/jsuoivk0/book/1/4/1/high-school-bhoutiki-2-hindi-class-10th-pb-original-imafe8nddtzf6m9t.jpeg?q=70&crop=false","","","","","","https://www.flipkart.com/high-school-bhoutiki-2-hindi-class-10th-pb/p/itmf79kygshhxb5f"
"HIGH SCHOOL BHOUTIKI 1 (HINDI) CLASS 9TH PB  (Hindi, Paperback, Prasad K)","","https://rukminim2.flixcart.com/image/416/416/jsw3yq80/book/1/7/2/high-school-bhoutiki-1-hindi-class-9th-pb-original-imafe8nyj29ex4km.jpeg?q=70&crop=false","","","","","","https://www.flipkart.com/high-school-bhoutiki-1-hindi-class-9th-pb/p/itmf79kykwngaufb"
"HIGH SCHOOL RASAYANSHASTRA 1 (HINDI) CLASS 9TH PB  (Hindi, Paperback, Singh A K)","","https://rukminim2.flixcart.com/image/416/416/jsuoivk0/book/1/9/6/high-school-rasayanshastra-1-hindi-class-9th-pb-original-imafe8gj2durdtzb.jpeg?q=70&crop=false","","","","","","https://www.flipkart.com/high-school-rasayanshastra-1-hindi-class-9th-pb/p/itmf79kyjfv2hbtw"
"HIGH SCHOOL RASAYANSHASTRA 2 (HINDI) CLASS 10TH PB  (Hindi, Paperback, Singh A K)","","https://rukminim2.flixcart.com/image/416/416/jsuoivk0/book/1/6/5/high-school-rasayanshastra-2-hindi-class-10th-pb-original-imafe8ntmzggxaxk.jpeg?q=70&crop=false","","","","","","https://www.flipkart.com/high-school-rasayanshastra-2-hindi-class-10th-pb/p/itmf79kxutap69kk"
